Latitude,Longitude,LayerProminence,ProbImperm,LayerContinuity,MinDensity,MaxDensity
63.3286118725192,-44.280128559966,0.749923898550959,0.635902218870626,0.863945578231292,0.720863650531081,0.920000000000001
63.33656077068,-44.2706834271792,0.708205784675922,0.559268712208987,0.857142857142857,0.703748636724912,0.92
63.344352540824,-44.2609107619112,0.699018669028298,0.572166691290427,0.825870646766169,0.698494895854244,0.920000000000001
63.3521085097552,-44.2509953495079,0.748686752878633,0.568802077185836,0.928571428571429,0.699264062610906,0.92
63.359994070664,-44.2412864884924,0.80363113073797,0.664954569168248,0.942307692307692,0.730296857433903,0.920000000000001
63.3679146960462,-44.2317143143517,0.74655318790052,0.586243630703002,0.906862745098039,0.707253981337167,0.920000000000001
63.3757186673975,-44.2219787245436,0.782058115944778,0.643718221939307,0.920398009950249,0.722948460157741,0.920000000000001
63.3834810056013,-44.2120760192552,0.741496068220347,0.649658803107362,0.833333333333333,0.725497966320988,0.92
63.3913107820777,-44.2024391426221,0.841988996073063,0.668826476994606,1.01515151515152,0.725790381110125,0.920000000000001
63.3992443581464,-44.1928335013579,0.811760178649526,0.642038875817569,0.981481481481482,0.721228972732203,0.920000000000001
63.4070325684055,-44.1830151454138,0.756562148568114,0.679790963802896,0.833333333333333,0.730267542224449,0.920000000000001
63.4148537290646,-44.1730291023877,0.816687535673307,0.651893589865132,0.981481481481481,0.721222534831888,0.92
63.4226918070092,-44.163414806307,0.828246150741241,0.711218669641685,0.945273631840796,0.741594841734799,0.920000000000001
63.4305470718761,-44.1538679828957,0.734153309073523,0.57700227032096,0.891304347826087,0.698912753994651,0.920000000000001
63.4383860683139,-44.1439472097754,0.770185868780611,0.599195266972987,0.941176470588236,0.692496754908587,0.920000000000001
63.446158273162,-44.1340637137743,0.872438951492081,0.749853027362271,0.995024875621891,0.752056475088949,0.920000000000001
63.4539766948413,-44.12435899076,0.823720131974895,0.72587163649881,0.92156862745098,0.746069697948025,0.920000000000001
63.4618694581071,-44.1146410381177,0.814290687643364,0.69720882626712,0.931372549019608,0.735853414729112,0.920000000000001
63.4697257422763,-44.1047741885638,0.779712886548568,0.691778714273607,0.867647058823529,0.738748857965394,0.920000000000001
63.4775056543803,-44.0949076583513,0.821034444571091,0.711720630435715,0.930348258706467,0.742647002902808,0.920000000000001
63.4853150887255,-44.0851560973982,0.803098875136896,0.694433044391439,0.911764705882353,0.73654801536137,0.920000000000001
63.4932072182917,-44.0754250678139,0.820473051936071,0.660553947009397,0.980392156862745,0.730713863024019,0.920000000000001
63.5010092284771,-44.0656389714625,0.822415109526717,0.664730716565871,0.980099502487562,0.729387501834393,0.920000000000001
63.5087874171812,-44.0557555726668,0.799208944324098,0.691555143550156,0.906862745098039,0.738622194978739,0.920000000000001
63.5166388857471,-44.0458535865885,0.828962803877071,0.716749137165908,0.941176470588235,0.746418501071136,0.920000000000001
63.5244563223783,-44.0361210464708,0.826962549463211,0.718601715841845,0.935323383084577,0.7480028042659,0.920000000000001
63.5322694069366,-44.0263681624377,0.761762250683103,0.62156371705248,0.901960784313726,0.714742753011052,0.920000000000001
63.5401294199009,-44.0164921593198,0.790061861229829,0.68796685971456,0.892156862745098,0.735901931453046,0.920000000000001
63.5479270958298,-44.0066722926359,0.764234702376093,0.647872389826812,0.880597014925373,0.724884457576362,0.920000000000001
63.5557792971684,-43.9967137037605,0.808057629956612,0.725567996231631,0.890547263681592,0.748519513236453,0.920000000000001
63.5635742891679,-43.9868677198955,0.793504010904315,0.660537433573336,0.926470588235294,0.729046298857807,0.920000000000001
63.5714457251654,-43.9770265000398,0.764634381279762,0.637111899814426,0.892156862745098,0.720659163181787,0.920000000000001
63.5792683755115,-43.9672963007326,0.791269060020824,0.622339115066522,0.960199004975125,0.712753725873078,0.920000000000001
63.5870629776082,-43.9574525078035,0.770909133440118,0.585935913939059,0.955882352941176,0.706441876730885,0.920000000000001
63.5948653677656,-43.9473365130758,0.703430039096321,0.529082300414866,0.877777777777777,0.692440326799077,0.920000000000001
63.6026452207942,-43.9374300585217,0.760453173662966,0.687573013992599,0.833333333333333,0.720507939195418,0.920000000000001
63.6104810020537,-43.9277428795902,0.832885360071431,0.675574641711489,0.990196078431373,0.729180181839994,0.920000000000001
63.6183435206761,-43.9178531546432,0.603395514366062,0.446987107163497,0.759803921568627,0.649146990847032,0.920000000000001
63.6260965213276,-43.9078314144021,0.765095144227339,0.624717651638758,0.90547263681592,0.711033885537701,0.920000000000001
63.6338786910997,-43.8979221178403,0.766287592932195,0.586338626724605,0.946236559139785,0.705317694798391,0.920000000000001
63.6417700063345,-43.8881426092692,0.77055593642057,0.67346481401761,0.867647058823529,0.72901826566613,0.920000000000001
63.6496204287419,-43.8781966107922,0.74997475267904,0.568576956338473,0.931372549019608,0.700259912426767,0.920000000000001
63.6573605048115,-43.8681152500315,0.809687241169567,0.636918341988257,0.982456140350877,0.720812192951511,0.920000000000001
63.6651529137633,-43.8582356147291,0.813863591645955,0.695754394176264,0.931972789115646,0.737609246773324,0.920000000000001
